week_of,keyword,device,group,planned_page,ranking_page,position_latest,median_7d,median_prior_7d,gsc_impressions_28d,ai_overview_on_page,testing_com_in_ai_overview,signals
2026-09-25,food allergy testing,phone,selling-test-page,/tests/food-allergy-testing/,/tests/food-allergy-testing/,24,24,,1612,no,no,
2026-09-25,food allergy testing,desktop,selling-test-page,/tests/food-allergy-testing/,/tests/food-sensitivity-testing/,68,,,1612,yes,yes,
2026-09-25,food intolerance test,phone,category,/food-sensitivity-testing/,/tests/food-sensitivity-testing/,52,52,,1304,yes,yes,other page ranks
2026-09-25,food intolerance test,desktop,category,/food-sensitivity-testing/,/tests/food-sensitivity-testing/,42,,,1304,yes,yes,
2026-09-25,food sensitivities test,phone,selling-test-page,/tests/food-sensitivity-testing/,,,101,,1884,yes,no,
2026-09-25,food sensitivities test,desktop,selling-test-page,/tests/food-sensitivity-testing/,/tests/food-sensitivity-testing/,30,,,1884,yes,no,
2026-09-25,food sensitivity test,phone,category,/food-sensitivity-testing/,/tests/food-sensitivity-testing/,31,31,,3364,yes,no,other page ranks
2026-09-25,food sensitivity test,desktop,category,/food-sensitivity-testing/,,,,,3364,yes,yes,
2026-09-25,food sensitivity testing,phone,selling-test-page,/tests/food-sensitivity-testing/,/tests/food-sensitivity-testing/,41,41,,503,yes,no,
2026-09-25,food sensitivity testing,desktop,selling-test-page,/tests/food-sensitivity-testing/,,,,,503,yes,no,
2026-09-25,free psa,phone,selling-test-page,/tests/psa-free-to-total-ratio-test/,/tests/psa-free-to-total-ratio-test/,3,3,,310,yes,yes,
2026-09-25,free psa,desktop,selling-test-page,/tests/psa-free-to-total-ratio-test/,/tests/psa-free-to-total-ratio-test/,8,,,310,yes,yes,
2026-09-25,free psa test,phone,selling-test-page,/tests/psa-free-to-total-ratio-test/,/tests/psa-free-to-total-ratio-test/,14,14,,209,yes,yes,
2026-09-25,free psa test,desktop,selling-test-page,/tests/psa-free-to-total-ratio-test/,,,,,209,yes,yes,
2026-09-25,free t,phone,selling-test-page,/tests/testosterone-test-free-and-total-test/,/tests/testosterone-test-free-and-total-test/,21,21,,6,yes,no,
2026-09-25,free t,desktop,selling-test-page,/tests/testosterone-test-free-and-total-test/,,,,,6,yes,no,
2026-09-25,free t3 blood test,phone,selling-test-page,/tests/free-t3-test/,/tests/free-t3-test/,46,46,,235,yes,no,
2026-09-25,free t3 blood test,desktop,selling-test-page,/tests/free-t3-test/,/tests/t3-test/,9,,,235,yes,no,
2026-09-25,free t3 test,phone,selling-test-page,/tests/free-t3-test/,/tests/t3-test/,9,9,,96,yes,no,other page ranks
2026-09-25,free t3 test,desktop,selling-test-page,/tests/free-t3-test/,/tests/t3-test/,12,,,96,yes,yes,
2026-09-25,free t4 blood test,desktop,leaving,/tests/t4-test/,/tests/t4-test/,5,,,5263,yes,yes,
2026-09-25,free t4 test,phone,kept,/tests/free-t4-test/,/tests/free-t4-test/,8,8,,525,yes,yes,
2026-09-25,free t4 test,desktop,kept,/tests/free-t4-test/,/tests/t4-test/,8,,,525,yes,no,
2026-09-25,free testosterone blood test,phone,not-ranking-yet,/tests/free-testosterone-test/,/tests/testosterone-test-free-and-total-test/,16,16,,9,yes,no,other page ranks
2026-09-25,free testosterone blood test,desktop,not-ranking-yet,/tests/free-testosterone-test/,/tests/testosterone-test-free-and-total-test/,17,,,9,yes,no,
2026-09-25,free testosterone lab test,phone,not-ranking-yet,/tests/free-testosterone-test/,/tests/testosterone/,20,20,,5,yes,no,other page ranks
2026-09-25,free testosterone lab test,desktop,not-ranking-yet,/tests/free-testosterone-test/,/tests/testosterone-test-free-and-total-test/,44,,,5,yes,no,
2026-09-25,free testosterone test,phone,kept,/tests/testosterone-test-free-and-total-test/,/tests/testosterone-test-free-and-total-test/,17,17,,236,yes,yes,
2026-09-25,free testosterone test,desktop,kept,/tests/testosterone-test-free-and-total-test/,/tests/testosterone-test-free-and-total-test/,21,,,236,yes,yes,
2026-09-25,free thyroxine t4 test,phone,selling-test-page,/tests/t4-test/,/tests/t4-test/,5,5,,3804,yes,yes,
2026-09-25,free thyroxine t4 test,desktop,selling-test-page,/tests/t4-test/,/tests/t4-test/,5,,,3804,yes,yes,
2026-09-25,free vs total testosterone,desktop,leaving,/tests/testosterone-test-free-and-total-test/,/tests/testosterone-test-free-and-total-test/,16,,,71,yes,no,
2026-09-25,fructosamine,phone,next-in-line,/tests/fructosamine/,/tests/fructosamine/,1,1,,6837,yes,yes,buy button
2026-09-25,fructosamine,desktop,next-in-line,/tests/fructosamine/,/tests/fructosamine/,2,,,6837,yes,yes,
2026-09-25,fructosamine test,phone,next-in-line,/tests/fructosamine/,/tests/fructosamine/,3,3,,2916,yes,yes,buy button
2026-09-25,fructosamine test,desktop,next-in-line,/tests/fructosamine/,/tests/fructosamine/,6,,,2916,yes,yes,
2026-09-25,fsh and lh,phone,selling-test-page,/tests/fsh-lh-test/,/tests/fsh-lh-test/,23,23,,172,yes,no,
2026-09-25,fsh and lh,desktop,selling-test-page,/tests/fsh-lh-test/,/tests/fsh-lh-test/,38,,,172,yes,no,
2026-09-25,fsh and lh blood test,phone,selling-test-page,/tests/fsh-lh-test/,/tests/follicle-stimulating-hormone-fsh/,8,8,,376,yes,yes,other page ranks
2026-09-25,fsh and lh blood test,desktop,selling-test-page,/tests/fsh-lh-test/,/tests/follicle-stimulating-hormone-fsh/,8,,,376,yes,yes,
2026-09-25,fsh and lh test,phone,selling-test-page,/tests/fsh-lh-test/,/tests/follicle-stimulating-hormone-fsh/,24,24,,208,yes,yes,other page ranks
2026-09-25,fsh and lh test,desktop,selling-test-page,/tests/fsh-lh-test/,/tests/fsh-lh-test/,9,,,208,yes,yes,
2026-09-25,fsh blood test,phone,selling-test-page,/tests/follicle-stimulating-hormone-fsh/,/tests/follicle-stimulating-hormone-fsh/,11,11,,3873,yes,yes,refresh
2026-09-25,fsh blood test,desktop,selling-test-page,/tests/follicle-stimulating-hormone-fsh/,/tests/follicle-stimulating-hormone-fsh/,10,,,3873,yes,yes,
2026-09-25,fsh lh test,desktop,leaving,/tests/fsh-lh-test/,/tests/fsh-lh-test/,7,,,122,yes,yes,
2026-09-25,fsh test,phone,selling-test-page,/tests/follicle-stimulating-hormone-fsh/,/tests/follicle-stimulating-hormone-fsh/,12,12,,916,yes,yes,
2026-09-25,fsh test,desktop,selling-test-page,/tests/follicle-stimulating-hormone-fsh/,/tests/follicle-stimulating-hormone-fsh/,13,,,916,yes,yes,
2026-09-25,fsh testing,phone,selling-test-page,/tests/follicle-stimulating-hormone-fsh/,/tests/follicle-stimulating-hormone-fsh/,8,8,,3912,yes,yes,refresh
2026-09-25,fsh testing,desktop,selling-test-page,/tests/follicle-stimulating-hormone-fsh/,/tests/follicle-stimulating-hormone-fsh/,8,,,3912,yes,yes,
2026-09-25,full panel std test,phone,std-pages,/std-testing/,/std-testing/atlanta-ga/,8,8,,10059,no,no,refresh
2026-09-25,full panel std test,desktop,std-pages,/std-testing/,/std-testing/atlanta-ga/,6,,,10059,no,no,
2026-09-25,full panel std test includes,phone,std-pages,/std-testing/full-std-panel/,/std-testing/standard-std-panel/,2,2,,76,yes,yes,other page ranks
2026-09-25,full panel std test includes,desktop,std-pages,/std-testing/full-std-panel/,/std-testing/standard-std-panel/,2,,,76,yes,yes,
2026-09-25,full panel thyroid test,phone,selling-test-page,/tests/comprehensive-thyroid-panel/,/tests/comprehensive-thyroid-panel/,5,5,,92,yes,yes,
2026-09-25,full panel thyroid test,desktop,selling-test-page,/tests/comprehensive-thyroid-panel/,/tests/comprehensive-thyroid-panel/,5,,,92,yes,yes,
2026-09-25,full std panel,phone,std-pages,/std-testing/full-std-panel/,/std-testing/standard-std-panel/,2,2,,784,no,no,other page ranks
2026-09-25,full std panel,desktop,std-pages,/std-testing/full-std-panel/,/std-testing/standard-std-panel/,2,,,784,yes,yes,
2026-09-25,full std panel includes,phone,std-pages,/std-testing/full-std-panel/,/std-testing/standard-std-panel/,1,1,,53,yes,yes,other page ranks
2026-09-25,full std panel includes,desktop,std-pages,/std-testing/full-std-panel/,/std-testing/standard-std-panel/,1,,,53,yes,yes,
2026-09-25,full sti panel,phone,std-pages,/std-testing/full-std-panel/,/std-testing/standard-std-panel/,1,1,,248,no,no,other page ranks
2026-09-25,full sti panel,desktop,std-pages,/std-testing/full-std-panel/,/std-testing/standard-std-panel/,1,,,248,no,no,
2026-09-25,full sti panel includes,phone,std-pages,/std-testing/full-std-panel/,/std-testing/standard-std-panel/,1,1,,27,yes,yes,other page ranks
2026-09-25,full sti panel includes,desktop,std-pages,/std-testing/full-std-panel/,/std-testing/standard-std-panel/,1,,,27,yes,yes,
2026-09-25,full thyroid panel,phone,selling-test-page,/tests/full-thyroid-panel/,/thyroid-testing-example-results/,34,34,,1365,yes,yes,other page ranks
2026-09-25,full thyroid panel,desktop,selling-test-page,/tests/full-thyroid-panel/,/tests/comprehensive-thyroid-panel/,5,,,1365,yes,yes,
2026-09-25,full thyroid panel includes,phone,selling-test-page,/tests/full-thyroid-panel/,/tests/comprehensive-thyroid-panel/,2,2,,1646,yes,yes,other page ranks
2026-09-25,full thyroid panel includes,desktop,selling-test-page,/tests/full-thyroid-panel/,/tests/comprehensive-thyroid-panel/,4,,,1646,yes,yes,
2026-09-25,full women's hormone panel,phone,not-ranking-yet,/tests/expanded-female-hormone-panel/,/hormone-test-for-women/,8,8,,0,yes,yes,other page ranks
2026-09-25,full women's hormone panel,desktop,not-ranking-yet,/tests/expanded-female-hormone-panel/,/hormone-test-for-women/,5,,,0,yes,yes,
2026-09-25,g6pd blood test,phone,selling-test-page,/tests/g6pd/,/tests/g6pd/,10,10,,114,yes,yes,
2026-09-25,g6pd blood test,desktop,selling-test-page,/tests/g6pd/,,,,,114,yes,yes,
2026-09-25,g6pd deficiency test,phone,selling-test-page,/tests/g6pd/,/tests/g6pd/,13,13,,81,yes,yes,
2026-09-25,g6pd deficiency test,desktop,selling-test-page,/tests/g6pd/,/tests/g6pd/,13,,,81,yes,yes,
2026-09-25,g6pd test,phone,selling-test-page,/tests/g6pd/,/tests/g6pd/,10,10,,546,yes,yes,
2026-09-25,g6pd test,desktop,selling-test-page,/tests/g6pd/,/tests/g6pd/,10,,,546,yes,yes,
2026-09-25,gamma glutamyl transferase,phone,selling-test-page,/tests/gamma-glutamyl-transferase-ggt/,/tests/gamma-glutamyl-transferase-ggt/,24,24,,273,yes,no,
2026-09-25,gamma glutamyl transferase,desktop,selling-test-page,/tests/gamma-glutamyl-transferase-ggt/,,,,,273,yes,no,
2026-09-25,gamma gt,phone,kept,/tests/gamma-glutamyl-transferase-ggt/,/tests/gamma-glutamyl-transferase-ggt/,15,15,,492,yes,no,
2026-09-25,gamma gt,desktop,kept,/tests/gamma-glutamyl-transferase-ggt/,/tests/gamma-glutamyl-transferase-ggt/,22,,,492,yes,no,
2026-09-25,gdh antigen,phone,next-in-line,/tests/clostridium-difficile-and-c-diff-toxin-test/,/tests/clostridium-difficile-and-c-diff-toxin-test/,27,27,,94,yes,no,
2026-09-25,gdh antigen,desktop,next-in-line,/tests/clostridium-difficile-and-c-diff-toxin-test/,/tests/clostridium-difficile-and-c-diff-toxin-test/,27,,,94,yes,no,
2026-09-25,gelatin allergy test,phone,not-ranking-yet,/tests/gelatin-allergy-test/,/tests/gelatin-allergy-test/,7,7,,0,yes,yes,
2026-09-25,gelatin allergy test,desktop,not-ranking-yet,/tests/gelatin-allergy-test/,/tests/gelatin-allergy-test/,7,,,0,yes,yes,
2026-09-25,gen force test,phone,category,/infectious-disease-genetic-testing/,,,101,,28,yes,no,
2026-09-25,gen force test,desktop,category,/infectious-disease-genetic-testing/,,,,,28,yes,no,
2026-09-25,genetic testing,phone,category,/dna-testing/,/tests/dna-testing/,51,51,,3632,yes,no,other page ranks
2026-09-25,genetic testing,desktop,category,/dna-testing/,/tests/dna-testing/,34,,,3632,yes,no,
2026-09-25,genital herpes test,phone,std-pages,/std-testing/hsv-2-test/,/std-testing/herpes-1-2-test/,17,17,,356,yes,no,other page ranks
2026-09-25,genital herpes test,desktop,std-pages,/std-testing/hsv-2-test/,/std-testing/herpes-1-2-test/,19,,,356,yes,no,
2026-09-25,gestational diabetes test,phone,next-in-line,/tests/glucose-tests-gestational-diabetes/,/tests/glucose-tests-gestational-diabetes/,16,16,,143,yes,no,
2026-09-25,gestational diabetes test,desktop,next-in-line,/tests/glucose-tests-gestational-diabetes/,,,,,143,yes,no,
2026-09-25,ggt blood test,phone,selling-test-page,/tests/gamma-glutamyl-transferase-ggt/,/tests/gamma-glutamyl-transferase-ggt/,15,15,,1335,yes,no,refresh
2026-09-25,ggt blood test,desktop,selling-test-page,/tests/gamma-glutamyl-transferase-ggt/,/tests/gamma-glutamyl-transferase-ggt/,17,,,1335,yes,no,
2026-09-25,ggt lab,phone,selling-test-page,/tests/gamma-glutamyl-transferase-ggt/,/tests/gamma-glutamyl-transferase-ggt/,10,10,,1883,yes,no,refresh
2026-09-25,ggt lab,desktop,selling-test-page,/tests/gamma-glutamyl-transferase-ggt/,/tests/gamma-glutamyl-transferase-ggt/,18,,,1883,yes,no,
2026-09-25,gi panel,phone,next-in-line,/tests/gastrointestinal-pathogens-panel/,/tests/gastrointestinal-pathogens-panel/,1,1,,612,yes,yes,
2026-09-25,gi panel,desktop,next-in-line,/tests/gastrointestinal-pathogens-panel/,/tests/gastrointestinal-pathogens-panel/,1,,,612,yes,yes,
2026-09-25,gi pathogen panel,phone,next-in-line,/tests/gastrointestinal-pathogens-panel/,/tests/gastrointestinal-pathogens-panel/,2,2,,424,yes,yes,
2026-09-25,gi pathogen panel,desktop,next-in-line,/tests/gastrointestinal-pathogens-panel/,/tests/gastrointestinal-pathogens-panel/,4,,,424,yes,yes,
2026-09-25,ginger allergy test,phone,not-ranking-yet,/tests/ginger-allergy-test/,/tests/ginger-allergy-test/,4,4,,0,no,no,
2026-09-25,ginger allergy test,desktop,not-ranking-yet,/tests/ginger-allergy-test/,/tests/ginger-allergy-test/,4,,,0,no,no,
2026-09-25,glp-1 compound tirzepatide,phone,treatments,/treatments/compounded-tirzepatide/,/treatments/compounded-tirzepatide/,5,5,,303,yes,yes,
2026-09-25,glp-1 compound tirzepatide,desktop,treatments,/treatments/compounded-tirzepatide/,/treatments/compounded-tirzepatide/,5,,,303,yes,yes,
2026-09-25,glucose test,phone,category,/glucose-testing/,/glucose-testing/,32,32,,598,yes,no,
2026-09-25,glucose test,desktop,category,/glucose-testing/,/glucose-testing/,31,,,598,yes,no,
2026-09-25,glucose test pregnancy,phone,next-in-line,/tests/glucose-tests-gestational-diabetes/,/tests/glucose-tests-gestational-diabetes/,13,13,,647,yes,no,
2026-09-25,glucose test pregnancy,desktop,next-in-line,/tests/glucose-tests-gestational-diabetes/,/tests/glucose-tests-gestational-diabetes/,13,,,647,yes,yes,
2026-09-25,glucose testing,phone,category,/glucose-testing/,/glucose-testing/,9,9,,574,yes,no,
2026-09-25,glucose testing,desktop,category,/glucose-testing/,/glucose-testing/,10,,,574,yes,no,
2026-09-25,glucose tolerance test,phone,selling-test-page,/tests/glucose-tolerance-test/,/tests/glucose-tolerance-test/,43,43,,27,yes,no,
2026-09-25,glucose tolerance test,desktop,selling-test-page,/tests/glucose-tolerance-test/,/tests/glucose-tolerance-test/,32,,,27,yes,no,
2026-09-25,gluten allergy test,phone,selling-test-page,/tests/gluten-allergy-test/,/tests/gluten-allergy-test/,31,31,,581,yes,no,
2026-09-25,gluten allergy test,desktop,selling-test-page,/tests/gluten-allergy-test/,/tests/gluten-allergy-test/,27,,,581,yes,no,
2026-09-25,gluten sensitivity test,phone,selling-test-page,/tests/gluten-allergy-test/,,,101,,42,yes,no,
2026-09-25,gluten sensitivity test,desktop,selling-test-page,/tests/gluten-allergy-test/,,,,,42,yes,no,
2026-09-25,gonorrhea,phone,std-pages,/tests/gonorrhea-urine-test/,,,101,,15,yes,no,
2026-09-25,gonorrhea,desktop,std-pages,/tests/gonorrhea-urine-test/,,,,,15,yes,no,
2026-09-25,gonorrhea blood test,phone,std-pages,/std-testing/chlamydia-gonorrhea-test/,/tests/gonorrhea-test/,4,4,,205,no,no,other page ranks
2026-09-25,gonorrhea blood test,desktop,std-pages,/std-testing/chlamydia-gonorrhea-test/,/tests/gonorrhea-test/,4,,,205,yes,yes,
2026-09-25,gonorrhea test,phone,std-pages,/std-testing/chlamydia-gonorrhea-test/,/tests/gonorrhea-test/,5,5,,3255,yes,yes,other page ranks
2026-09-25,gonorrhea test,desktop,std-pages,/std-testing/chlamydia-gonorrhea-test/,/tests/gonorrhea-test/,5,,,3255,yes,yes,
2026-09-25,gonorrhea test for men,phone,std-pages,/tests/gonorrhea-urine-test/,/tests/gonorrhea-test/,8,8,,173,yes,yes,other page ranks
2026-09-25,gonorrhea test for men,desktop,std-pages,/tests/gonorrhea-urine-test/,/tests/gonorrhea-test/,5,,,173,yes,yes,
2026-09-25,gonorrhea testing,phone,std-pages,/std-testing/chlamydia-gonorrhea-test/,/tests/gonorrhea-test/,11,11,,1630,yes,yes,refresh; other page ranks
2026-09-25,gonorrhea testing,desktop,std-pages,/std-testing/chlamydia-gonorrhea-test/,/tests/gonorrhea-test/,22,,,1630,yes,yes,
2026-09-25,gonorrhea urine test,phone,std-pages,/tests/gonorrhea-urine-test/,/tests/gonorrhea-urine-test/,2,2,,132,yes,yes,
2026-09-25,gonorrhea urine test,desktop,std-pages,/tests/gonorrhea-urine-test/,/tests/gonorrhea-urine-test/,2,,,132,yes,yes,
2026-09-25,grape allergy test,phone,not-ranking-yet,/tests/grape-allergy-test/,/tests/grape-allergy-test/,5,5,,4,no,no,
2026-09-25,grape allergy test,desktop,not-ranking-yet,/tests/grape-allergy-test/,/tests/grape-allergy-test/,4,,,4,no,no,
2026-09-25,grapefruit allergy,phone,selling-test-page,/tests/grapefruit-allergy-test/,/tests/grapefruit-allergy-test/,7,7,,54,yes,yes,
2026-09-25,grapefruit allergy,desktop,selling-test-page,/tests/grapefruit-allergy-test/,,,,,54,yes,yes,
2026-09-25,graves disease labs,phone,category,/graves-disease-testing/,/graves-disease-testing/,8,8,,335,yes,no,
2026-09-25,graves disease labs,desktop,category,/graves-disease-testing/,/graves-disease-testing/,11,,,335,yes,no,
2026-09-25,graves disease test,phone,category,/graves-disease-testing/,/graves-disease-testing/,10,10,,225,yes,no,
2026-09-25,graves disease test,desktop,category,/graves-disease-testing/,,,,,225,yes,no,
2026-09-25,growth hormone test,phone,selling-test-page,/tests/growth-hormone/,/tests/growth-hormone/,14,14,,106,yes,yes,
2026-09-25,growth hormone test,desktop,selling-test-page,/tests/growth-hormone/,,,,,106,yes,yes,
2026-09-25,hair follicle drug test,phone,next-in-line,/tests/hair-follicle-drug-test/,/tests/hair-follicle-drug-test/,11,11,,8771,yes,yes,refresh
2026-09-25,hair follicle drug test,desktop,next-in-line,/tests/hair-follicle-drug-test/,,,,,8771,yes,yes,
2026-09-25,haptoglobin,phone,next-in-line,/tests/haptoglobin/,/tests/haptoglobin/,4,4,,13224,yes,yes,
2026-09-25,haptoglobin,desktop,next-in-line,/tests/haptoglobin/,/tests/haptoglobin/,4,,,13224,yes,yes,
2026-09-25,haptoglobin blood test,phone,next-in-line,/tests/haptoglobin/,/tests/haptoglobin/,9,9,,1190,yes,yes,refresh
2026-09-25,haptoglobin blood test,desktop,next-in-line,/tests/haptoglobin/,/tests/haptoglobin/,9,,,1190,yes,yes,
2026-09-25,hashimoto disease,phone,selling-test-page,/tests/thyroid-panel/,,,101,,0,yes,no,
2026-09-25,hashimoto disease,desktop,selling-test-page,/tests/thyroid-panel/,,,,,0,yes,no,
2026-09-25,hav igm,phone,selling-test-page,/tests/hepatitis-a-antibody-test-igm-test/,/tests/hepatitis-a-test/,3,3,,79,no,no,other page ranks
2026-09-25,hav igm,desktop,selling-test-page,/tests/hepatitis-a-antibody-test-igm-test/,/tests/hepatitis-a-test/,3,,,79,yes,yes,
2026-09-25,hazelnut allergy blood test,phone,not-ranking-yet,/tests/hazelnut-allergy-test/,/tests/hazelnut-allergy-test/,2,2,,0,no,no,
2026-09-25,hazelnut allergy blood test,desktop,not-ranking-yet,/tests/hazelnut-allergy-test/,/tests/hazelnut-allergy-test/,5,,,0,no,no,
2026-09-25,hazelnut allergy test,phone,not-ranking-yet,/tests/hazelnut-allergy-test/,/tests/hazelnut-allergy-test/,15,15,,0,no,no,
2026-09-25,hazelnut allergy test,desktop,not-ranking-yet,/tests/hazelnut-allergy-test/,/tests/hazelnut-allergy-test/,15,,,0,no,no,
2026-09-25,hazelnut allergy testing,phone,not-ranking-yet,/tests/hazelnut-allergy-test/,/tests/hazelnut-allergy-test/,15,15,,0,yes,no,
2026-09-25,hazelnut allergy testing,desktop,not-ranking-yet,/tests/hazelnut-allergy-test/,/tests/hazelnut-allergy-test/,14,,,0,yes,no,
2026-09-25,hbsag test,phone,selling-test-page,/tests/hepatitis-b-test/,,,101,,3,yes,no,
2026-09-25,hbsag test,desktop,selling-test-page,/tests/hepatitis-b-test/,/tests/hepatitis-b-test/,17,,,3,yes,no,
2026-09-25,hcg hormone pregnancy test,phone,selling-test-page,/tests/pregnancy-test-hcg/,/tests/pregnancy-test-hcg/,27,27,,562,yes,no,
2026-09-25,hcg hormone pregnancy test,desktop,selling-test-page,/tests/pregnancy-test-hcg/,,,,,562,yes,no,
2026-09-25,hcg quantitative,phone,selling-test-page,/tests/hcg-tumor-marker/,/tests/hcg-tumor-marker/,12,12,,3221,yes,yes,refresh
2026-09-25,hcg quantitative,desktop,selling-test-page,/tests/hcg-tumor-marker/,/tests/hcg-tumor-marker/,10,,,3221,yes,yes,
2026-09-25,hcg quantitative pregnancy,phone,selling-test-page,/tests/hcg-tumor-marker/,/tests/hcg-tumor-marker/,10,10,,576,yes,yes,
2026-09-25,hcg quantitative pregnancy,desktop,selling-test-page,/tests/hcg-tumor-marker/,/tests/hcg-tumor-marker/,12,,,576,yes,yes,
2026-09-25,hcg tumor marker,phone,kept,/tests/hcg-tumor-marker/,/tests/hcg-tumor-marker/,2,2,,309,yes,yes,
2026-09-25,hcg tumor marker,desktop,kept,/tests/hcg-tumor-marker/,/tests/hcg-tumor-marker/,2,,,309,yes,yes,
2026-09-25,hco3,phone,next-in-line,/tests/bicarbonate-total-co2/,/tests/bicarbonate-total-co2/,2,2,,15227,yes,yes,buy button
2026-09-25,hco3,desktop,next-in-line,/tests/bicarbonate-total-co2/,/tests/bicarbonate-total-co2/,2,,,15227,yes,yes,
2026-09-25,hct,phone,next-in-line,/tests/hematocrit/,/tests/hematocrit/,8,8,,16998,yes,yes,refresh
2026-09-25,hct,desktop,next-in-line,/tests/hematocrit/,/tests/hematocrit/,2,,,16998,yes,yes,
2026-09-25,hct blood test,phone,next-in-line,/tests/hematocrit/,/tests/hematocrit/,6,6,,32909,yes,no,
2026-09-25,hct blood test,desktop,next-in-line,/tests/hematocrit/,/tests/hematocrit/,5,,,32909,yes,no,
2026-09-25,hcv ab,phone,selling-test-page,/tests/hepatitis-c-test/,/tests/hepatitis-c-test/,11,11,,1045,yes,yes,refresh
2026-09-25,hcv ab,desktop,selling-test-page,/tests/hepatitis-c-test/,/tests/hepatitis-c-test/,11,,,1045,yes,yes,
2026-09-25,hcv antibody,phone,selling-test-page,/tests/hepatitis-c-test/,/tests/hepatitis-c-test/,8,8,,1372,yes,yes,refresh
2026-09-25,hcv antibody,desktop,selling-test-page,/tests/hepatitis-c-test/,/tests/hepatitis-c-test/,16,,,1372,yes,yes,
2026-09-25,hcv antibody test,phone,kept,/tests/hepatitis-c-test/,/tests/hepatitis-c-test/,16,16,,348,yes,no,
2026-09-25,hcv antibody test,desktop,kept,/tests/hepatitis-c-test/,/tests/hepatitis-c-test/,15,,,348,yes,yes,
2026-09-25,hdl blood test,phone,next-in-line,/tests/hdl-cholesterol/,/tests/hdl-cholesterol/,7,7,,1750,yes,no,
2026-09-25,hdl blood test,desktop,next-in-line,/tests/hdl-cholesterol/,/tests/hdl-cholesterol/,13,,,1750,yes,no,
2026-09-25,hdl cholesterol blood test,phone,next-in-line,/tests/hdl-cholesterol/,/tests/hdl-cholesterol/,10,10,,306,yes,no,
2026-09-25,hdl cholesterol blood test,desktop,next-in-line,/tests/hdl-cholesterol/,/tests/hdl-cholesterol/,10,,,306,yes,no,
2026-09-25,he4 blood test,phone,next-in-line,/tests/human-epididymis-protein-4-he4/,/tests/human-epididymis-protein-4-he4/,1,1,,257,yes,yes,
2026-09-25,he4 blood test,desktop,next-in-line,/tests/human-epididymis-protein-4-he4/,/tests/human-epididymis-protein-4-he4/,2,,,257,yes,yes,
2026-09-25,healthcheck test,phone,category,/health-and-wellness-testing/,,,101,,0,no,no,
2026-09-25,healthcheck test,desktop,category,/health-and-wellness-testing/,,,,,0,no,no,
2026-09-25,heart health blood test,phone,kept,/tests/basic-heart-health-panel/,,,101,,6,yes,no,
2026-09-25,heart health blood test,desktop,kept,/tests/basic-heart-health-panel/,/tests/basic-heart-health-panel/,21,,,6,yes,no,
2026-09-25,heart panel,phone,not-ranking-yet,/tests/expanded-heart-panel/,/tests/expanded-heart-panel/,4,4,,2,yes,yes,
2026-09-25,heart panel,desktop,not-ranking-yet,/tests/expanded-heart-panel/,/tests/expanded-heart-panel/,6,,,2,yes,yes,
2026-09-25,heart panel blood test,phone,not-ranking-yet,/tests/expanded-heart-panel/,/tests/basic-heart-health-panel/,13,13,,1,yes,no,other page ranks
2026-09-25,heart panel blood test,desktop,not-ranking-yet,/tests/expanded-heart-panel/,/tests/basic-heart-health-panel/,13,,,1,yes,no,
2026-09-25,heavy metal testing,phone,category,/heavy-metals-and-toxins-testing/,/heavy-metals-and-toxins-testing/,12,12,,1452,yes,yes,refresh
2026-09-25,heavy metal testing,desktop,category,/heavy-metals-and-toxins-testing/,/tests/heavy-metals/,30,,,1452,yes,yes,
2026-09-25,heavy metals urine test,phone,selling-test-page,/tests/heavy-metals-urine-test/,/tests/heavy-metals-urine-test/,7,7,,87,yes,no,
2026-09-25,heavy metals urine test,desktop,selling-test-page,/tests/heavy-metals-urine-test/,/tests/heavy-metals-urine-test/,8,,,87,yes,no,
2026-09-25,hemoglobin a1c,phone,selling-test-page,/tests/hemoglobin-a1c/,/tests/hemoglobin-a1c/,26,26,,661,yes,no,
2026-09-25,hemoglobin a1c,desktop,selling-test-page,/tests/hemoglobin-a1c/,/tests/hemoglobin-a1c/,28,,,661,yes,no,
2026-09-25,hemoglobin a1c test,phone,kept,/tests/hemoglobin-a1c/,/tests/hemoglobin-a1c/,35,35,,41,yes,no,
2026-09-25,hemoglobin a1c test,desktop,kept,/tests/hemoglobin-a1c/,/tests/hemoglobin-a1c/,60,,,41,yes,no,
2026-09-25,hemoglobin blood test,phone,next-in-line,/tests/hemoglobin/,,,101,,4757,yes,yes,
2026-09-25,hemoglobin blood test,desktop,next-in-line,/tests/hemoglobin/,/tests/hemoglobin/,11,,,4757,yes,yes,
2026-09-25,hep a igm,phone,selling-test-page,/tests/hepatitis-a-antibody-test-igm-test/,/tests/hepatitis-a-antibody-test-igm-test/,4,4,,182,yes,yes,
2026-09-25,hep a igm,desktop,selling-test-page,/tests/hepatitis-a-antibody-test-igm-test/,/tests/hepatitis-a-antibody-test-igm-test/,3,,,182,yes,yes,
2026-09-25,hep a titer,phone,selling-test-page,/tests/hepatitis-a-test/,/tests/hepatitis-a-test/,7,7,,133,yes,no,
2026-09-25,hep a titer,desktop,selling-test-page,/tests/hepatitis-a-test/,/tests/hepatitis-a-test/,7,,,133,yes,no,
2026-09-25,hep b immunity test,phone,selling-test-page,/tests/hepatitis-b-immunity-status-test/,/tests/hepatitis-b-immunity-status-test/,7,7,,249,yes,yes,
