week_of,keyword,device,group,planned_page,ranking_page,position_latest,median_7d,median_prior_7d,gsc_impressions_28d,ai_overview_on_page,testing_com_in_ai_overview,signals
2026-09-25,std testing waltham,desktop,std-city,/std-testing/boston-ma/,/std-testing/waltham-ma/,5,,,274,yes,yes,
2026-09-25,std testing warner robins ga,phone,std-city,/std-testing/warner-robins-ga/,/std-testing/warner-robins-ga/,5,5,,160,no,no,
2026-09-25,std testing warner robins ga,desktop,std-city,/std-testing/warner-robins-ga/,/std-testing/warner-robins-ga/,5,,,160,no,no,
2026-09-25,std testing warren mi,phone,std-city,/std-testing/warren-mi/,/std-testing/warren-mi/,5,5,,197,no,no,
2026-09-25,std testing warren mi,desktop,std-city,/std-testing/warren-mi/,/std-testing/warren-mi/,5,,,197,no,no,
2026-09-25,std testing warwick ri,phone,std-city,/std-testing/warwick-ri/,/std-testing/warwick-ri/,1,1,,316,no,no,
2026-09-25,std testing warwick ri,desktop,std-city,/std-testing/warwick-ri/,/std-testing/warwick-ri/,1,,,316,yes,yes,
2026-09-25,std testing washington dc,phone,std-city,/std-testing/washington-dc/,/std-testing/washington-dc/,8,8,,331,no,no,
2026-09-25,std testing washington dc,desktop,std-city,/std-testing/washington-dc/,/std-testing/washington-dc/,8,,,331,no,no,
2026-09-25,std testing waterbury ct,phone,std-city,/std-testing/waterbury-ct/,/std-testing/waterbury-ct/,5,5,,260,no,no,
2026-09-25,std testing waterbury ct,desktop,std-city,/std-testing/waterbury-ct/,/std-testing/waterbury-ct/,5,,,260,no,no,
2026-09-25,std testing waterloo ia,phone,std-city,/std-testing/waterloo-ia/,/std-testing/waterloo-ia/,3,3,,159,no,no,
2026-09-25,std testing waterloo ia,desktop,std-city,/std-testing/waterloo-ia/,/std-testing/waterloo-ia/,5,,,159,no,no,
2026-09-25,std testing waukegan il,phone,std-city,/std-testing/waukegan-il/,/std-testing/waukegan-il/,1,1,,174,no,no,
2026-09-25,std testing waukegan il,desktop,std-city,/std-testing/waukegan-il/,/std-testing/waukegan-il/,1,,,174,no,no,
2026-09-25,std testing waukesha,phone,std-city,/std-testing/waukesha-wi/,/std-testing/waukesha-wi/,8,8,,245,no,no,
2026-09-25,std testing waukesha,desktop,std-city,/std-testing/waukesha-wi/,/std-testing/waukesha-wi/,8,,,245,no,no,
2026-09-25,std testing waukesha wi,phone,std-city,/std-testing/waukesha-wi/,/std-testing/waukesha-wi/,8,8,,219,no,no,
2026-09-25,std testing waukesha wi,desktop,std-city,/std-testing/waukesha-wi/,/std-testing/waukesha-wi/,8,,,219,no,no,
2026-09-25,std testing wauwatosa,phone,std-city,/std-testing/wauwatosa-wi/,/std-testing/wauwatosa-wi/,6,6,,384,no,no,
2026-09-25,std testing wauwatosa,desktop,std-city,/std-testing/wauwatosa-wi/,/std-testing/wauwatosa-wi/,3,,,384,no,no,
2026-09-25,std testing wellington,phone,std-city,/std-testing/wellington-fl/,/std-testing/wellington-fl/,5,5,,223,no,no,
2026-09-25,std testing wellington,desktop,std-city,/std-testing/wellington-fl/,/std-testing/wellington-fl/,5,,,223,yes,yes,
2026-09-25,std testing weslaco,phone,std-city,/std-testing/weslaco-tx/,/std-testing/weslaco-tx/,4,4,,156,no,no,
2026-09-25,std testing weslaco,desktop,std-city,/std-testing/weslaco-tx/,/std-testing/weslaco-tx/,4,,,156,no,no,
2026-09-25,std testing west haven,phone,std-city,/std-testing/west-haven-ct/,/std-testing/west-haven-ct/,5,5,,196,no,no,
2026-09-25,std testing west haven,desktop,std-city,/std-testing/west-haven-ct/,/std-testing/west-haven-ct/,5,,,196,no,no,
2026-09-25,std testing west hollywood ca,phone,std-city,/std-testing/west-hollywood-ca/,/std-testing/west-hollywood-ca/,5,5,,203,no,no,
2026-09-25,std testing west hollywood ca,desktop,std-city,/std-testing/west-hollywood-ca/,/std-testing/west-hollywood-ca/,6,,,203,no,no,
2026-09-25,std testing west palm beach fl,phone,std-city,/std-testing/west-palm-beach-fl/,/std-testing/west-palm-beach-fl/,7,7,,238,no,no,
2026-09-25,std testing west palm beach fl,desktop,std-city,/std-testing/west-palm-beach-fl/,/std-testing/west-palm-beach-fl/,7,,,238,no,no,
2026-09-25,std testing west sacramento,phone,std-city,/std-testing/sacramento-ca/,/std-testing/sacramento-ca/,5,5,,263,no,no,
2026-09-25,std testing west sacramento,desktop,std-city,/std-testing/sacramento-ca/,/std-testing/sacramento-ca/,5,,,263,no,no,
2026-09-25,std testing westfield,phone,std-city,/std-testing/westfield-in/,/std-testing/westfield-in/,6,6,,338,no,no,
2026-09-25,std testing westfield,desktop,std-city,/std-testing/westfield-in/,/std-testing/westfield-in/,5,,,338,yes,yes,
2026-09-25,std testing westland mi,phone,std-city,/std-testing/westland-mi/,/std-testing/westland-mi/,4,4,,184,no,no,
2026-09-25,std testing westland mi,desktop,std-city,/std-testing/westland-mi/,/std-testing/westland-mi/,4,,,184,no,no,
2026-09-25,std testing weston,phone,std-city,/std-testing/weston-fl/,/std-testing/weston-fl/,4,4,,264,no,no,
2026-09-25,std testing weston,desktop,std-city,/std-testing/weston-fl/,/std-testing/weston-fl/,1,,,264,no,no,
2026-09-25,std testing weston fl,phone,std-city,/std-testing/weston-fl/,/std-testing/weston-fl/,4,4,,201,no,no,
2026-09-25,std testing weston fl,desktop,std-city,/std-testing/weston-fl/,/std-testing/weston-fl/,4,,,201,no,no,
2026-09-25,std testing wheeling wv,phone,std-city,/std-testing/wheeling-wv/,/std-testing/wheeling-wv/,5,5,,155,no,no,
2026-09-25,std testing wheeling wv,desktop,std-city,/std-testing/wheeling-wv/,/std-testing/wheeling-wv/,6,,,155,yes,no,
2026-09-25,std testing white plains,phone,std-city,/std-testing/white-plains-ny/,/std-testing/white-plains-ny/,6,6,,218,no,no,
2026-09-25,std testing white plains,desktop,std-city,/std-testing/white-plains-ny/,/std-testing/white-plains-ny/,6,,,218,no,no,
2026-09-25,std testing whittier ca,phone,std-city,/std-testing/whittier-ca/,/std-testing/whittier-ca/,5,5,,227,no,no,
2026-09-25,std testing whittier ca,desktop,std-city,/std-testing/whittier-ca/,/std-testing/whittier-ca/,5,,,227,no,no,
2026-09-25,std testing wichita falls tx,phone,std-city,/std-testing/wichita-falls-tx/,/std-testing/wichita-falls-tx/,5,5,,72,no,no,
2026-09-25,std testing wichita falls tx,desktop,std-city,/std-testing/wichita-falls-tx/,/std-testing/wichita-falls-tx/,5,,,72,no,no,
2026-09-25,std testing williamsburg va,phone,std-city,/std-testing/williamsburg-va/,/std-testing/williamsburg-va/,4,4,,185,no,no,
2026-09-25,std testing williamsburg va,desktop,std-city,/std-testing/williamsburg-va/,/std-testing/williamsburg-va/,4,,,185,no,no,
2026-09-25,std testing wilmington nc,phone,std-city,/std-testing/wilmington-nc/,/std-testing/wilmington-nc/,8,8,,248,no,no,
2026-09-25,std testing wilmington nc,desktop,std-city,/std-testing/wilmington-nc/,/std-testing/wilmington-nc/,8,,,248,no,no,
2026-09-25,std testing wilson,phone,std-city,/std-testing/wilson-nc/,/std-testing/wilson-nc/,5,5,,161,no,no,
2026-09-25,std testing wilson,desktop,std-city,/std-testing/wilson-nc/,/std-testing/wilson-nc/,9,,,161,no,no,
2026-09-25,std testing winchester va,phone,std-city,/std-testing/winchester-va/,/std-testing/winchester-va/,5,5,,155,no,no,
2026-09-25,std testing winchester va,desktop,std-city,/std-testing/winchester-va/,/std-testing/winchester-va/,5,,,155,no,no,
2026-09-25,std testing winston salem nc,phone,std-city,/std-testing/winston-salem-nc/,/std-testing/winston-salem-nc/,9,9,,227,no,no,
2026-09-25,std testing winston salem nc,desktop,std-city,/std-testing/winston-salem-nc/,/std-testing/winston-salem-nc/,9,,,227,no,no,
2026-09-25,std testing woodland ca,phone,std-city,/std-testing/woodland-ca/,/std-testing/woodland-ca/,4,4,,137,yes,no,
2026-09-25,std testing woodland ca,desktop,std-city,/std-testing/woodland-ca/,/std-testing/woodland-ca/,3,,,137,no,no,
2026-09-25,std testing woodlands tx,phone,std-city,/std-testing/woodlands-tx/,/std-testing/woodlands-tx/,4,4,,199,no,no,
2026-09-25,std testing woodlands tx,desktop,std-city,/std-testing/woodlands-tx/,/std-testing/woodlands-tx/,4,,,199,no,no,
2026-09-25,std testing woodstock ga,phone,std-city,/std-testing/woodstock-ga/,/std-testing/woodstock-ga/,4,4,,150,no,no,
2026-09-25,std testing woodstock ga,desktop,std-city,/std-testing/woodstock-ga/,/std-testing/woodstock-ga/,4,,,150,no,no,
2026-09-25,std testing worcester ma,phone,std-city,/std-testing/worcester-ma/,/std-testing/worcester-ma/,5,5,,82,no,no,
2026-09-25,std testing worcester ma,desktop,std-city,/std-testing/worcester-ma/,/std-testing/worcester-ma/,5,,,82,no,no,
2026-09-25,std testing yakima wa,phone,std-city,/std-testing/yakima-wa/,/std-testing/yakima-wa/,7,7,,179,no,no,
2026-09-25,std testing yakima wa,desktop,std-city,/std-testing/yakima-wa/,/std-testing/yakima-wa/,7,,,179,no,no,
2026-09-25,std testing yuma az,phone,std-city,/std-testing/yuma-az/,/std-testing/yuma-az/,4,4,,165,no,no,
2026-09-25,std testing yuma az,desktop,std-city,/std-testing/yuma-az/,/std-testing/yuma-az/,2,,,165,no,no,
2026-09-25,std urine test,phone,std-pages,/std-testing/standard-std-panel/,/std-testing/standard-std-panel/,8,8,,201,no,no,
2026-09-25,std urine test,desktop,std-pages,/std-testing/standard-std-panel/,/std-testing/standard-std-panel/,8,,,201,no,no,
2026-09-25,sti panel,phone,std-pages,/std-testing/standard-std-panel/,/std-testing/viral-std-panel/,72,72,,1113,no,no,other page ranks
2026-09-25,sti panel,desktop,std-pages,/std-testing/standard-std-panel/,/std-testing/standard-std-panel/,10,,,1113,no,no,
2026-09-25,sti panel test,phone,std-pages,/std-testing/standard-std-panel/,/std-testing/los-angeles-ca/,13,13,,419,no,no,other page ranks
2026-09-25,sti panel test,desktop,std-pages,/std-testing/standard-std-panel/,/std-testing/standard-std-panel/,14,,,419,no,no,
2026-09-25,sti test,phone,std-pages,/std-testing/,/std-testing/north-carolina/,17,17,,5250,yes,no,
2026-09-25,sti test,desktop,std-pages,/std-testing/,/tests/at-home-std-test/,90,,,5250,no,no,
2026-09-25,sti testing,phone,std-pages,/std-testing/,/std-testing/los-angeles-ca/,86,86,,18499,yes,no,
2026-09-25,sti testing,desktop,std-pages,/std-testing/,,,,,18499,yes,no,
2026-09-25,strawberry allergy test,phone,not-ranking-yet,/tests/strawberry-allergy-test/,/tests/strawberry-allergy-test/,7,7,,3,yes,yes,
2026-09-25,strawberry allergy test,desktop,not-ranking-yet,/tests/strawberry-allergy-test/,/tests/strawberry-allergy-test/,7,,,3,yes,yes,
2026-09-25,syphilis blood test,phone,next-in-line,/tests/syphilis-test/,/tests/treponema-pallidum-syphilis-test/,9,9,,1440,yes,yes,refresh; other page ranks
2026-09-25,syphilis blood test,desktop,next-in-line,/tests/syphilis-test/,/tests/treponema-pallidum-syphilis-test/,9,,,1440,yes,yes,
2026-09-25,syphilis test,phone,next-in-line,/tests/syphilis-test/,/tests/syphilis-test/,3,3,,1601,yes,yes,
2026-09-25,syphilis test,desktop,next-in-line,/tests/syphilis-test/,/tests/treponema-pallidum-syphilis-test/,15,,,1601,yes,yes,
2026-09-25,t pallidum antibodies,phone,selling-test-page,/tests/treponema-pallidum-syphilis-test/,/tests/treponema-pallidum-syphilis-test/,2,2,,1665,yes,yes,
2026-09-25,t pallidum antibodies,desktop,selling-test-page,/tests/treponema-pallidum-syphilis-test/,/tests/treponema-pallidum-syphilis-test/,2,,,1665,yes,yes,
2026-09-25,t3,phone,selling-test-page,/tests/t3-test/,,,101,,3480,yes,no,
2026-09-25,t3,desktop,selling-test-page,/tests/t3-test/,,,,,3480,yes,no,
2026-09-25,t3 blood test,phone,kept,/tests/t3-test/,/tests/t3-test/,10,10,,378,yes,yes,
2026-09-25,t3 blood test,desktop,kept,/tests/t3-test/,/tests/t3-test/,10,,,378,yes,yes,
2026-09-25,t3 test,phone,kept,/tests/t3-test/,/tests/free-t3-test/,51,51,,559,yes,yes,other page ranks
2026-09-25,t3 test,desktop,kept,/tests/t3-test/,/tests/t3-test/,9,,,559,yes,yes,
2026-09-25,t3 total blood test,phone,selling-test-page,/tests/t3-test/,/tests/t3-test/,4,4,,420,yes,yes,
2026-09-25,t3 total blood test,desktop,selling-test-page,/tests/t3-test/,/tests/t3-test/,4,,,420,yes,yes,
2026-09-25,t4,phone,selling-test-page,/tests/t4-test/,,,101,,9960,yes,yes,
2026-09-25,t4,desktop,selling-test-page,/tests/t4-test/,,,,,9960,yes,yes,
2026-09-25,t4 blood test,phone,selling-test-page,/tests/t4-test/,/tests/t4-test/,4,4,,3792,yes,yes,
2026-09-25,t4 blood test,desktop,selling-test-page,/tests/t4-test/,/tests/t4-test/,5,,,3792,yes,yes,
2026-09-25,t4 free,phone,selling-test-page,/tests/free-t4-test/,/tests/t4-test/,11,11,,192,yes,no,other page ranks
2026-09-25,t4 free,desktop,selling-test-page,/tests/free-t4-test/,/tests/t4-test/,10,,,192,yes,no,
2026-09-25,t4 free blood test,phone,selling-test-page,/tests/free-t4-test/,/tests/t4-test/,5,5,,7498,yes,yes,other page ranks
2026-09-25,t4 free blood test,desktop,selling-test-page,/tests/free-t4-test/,/tests/t4-test/,5,,,7498,yes,no,
2026-09-25,t4 test,phone,kept,/tests/t4-test/,/tests/t4-test/,16,16,,854,yes,no,
2026-09-25,t4 test,desktop,kept,/tests/t4-test/,/tests/t4-test/,20,,,854,yes,no,
2026-09-25,tb blood test,phone,selling-test-page,/tests/tuberculosis-blood-test/,/tests/igra-tb-test/,19,19,,678,yes,no,other page ranks
2026-09-25,tb blood test,desktop,selling-test-page,/tests/tuberculosis-blood-test/,/tests/igra-tb-test/,30,,,678,no,no,
2026-09-25,tb skin test,phone,next-in-line,/tests/tb-skin-test/,,,101,,8503,yes,no,
2026-09-25,tb skin test,desktop,next-in-line,/tests/tb-skin-test/,,,,,8503,yes,yes,
2026-09-25,tb test,phone,next-in-line,/tests/tb-skin-test/,/tests/tb-skin-test/,16,16,,1892,yes,no,
2026-09-25,tb test,desktop,next-in-line,/tests/tb-skin-test/,,,,,1892,yes,no,
2026-09-25,test for chlamydia gonorrhea,phone,std-pages,/std-testing/chlamydia-gonorrhea-test/,/tests/gonorrhea-test/,19,19,,1140,no,no,other page ranks
2026-09-25,test for chlamydia gonorrhea,desktop,std-pages,/std-testing/chlamydia-gonorrhea-test/,/tests/chlamydia-test/,64,,,1140,yes,no,
2026-09-25,test for prediabetes,phone,category,/prediabetes-testing/,/prediabetes-testing/,7,7,,54,yes,no,
2026-09-25,test for prediabetes,desktop,category,/prediabetes-testing/,/prediabetes-testing/,7,,,54,yes,no,
2026-09-25,test for sexually transmitted diseases,phone,std-pages,/std-testing/,/std-testing/,5,5,,31,no,no,
2026-09-25,test for sexually transmitted diseases,desktop,std-pages,/std-testing/,/std-testing/,5,,,31,no,no,
2026-09-25,tester na thc,phone,next-in-line,/tests/marijuana-thc-testing/,/tests/marijuana-thc-testing/,5,5,,4396,no,no,
2026-09-25,tester na thc,desktop,next-in-line,/tests/marijuana-thc-testing/,/tests/marijuana-thc-testing/,5,,,4396,no,no,
2026-09-25,testing com tests,phone,brand,/tests/,/,1,1,,86,no,no,
2026-09-25,testing com tests,desktop,brand,/tests/,/,1,,,86,no,no,
2026-09-25,testing for anemia,phone,category,/anemia-testing/,/tests/anemia-testing/,4,4,,90,yes,yes,other page ranks
2026-09-25,testing for anemia,desktop,category,/anemia-testing/,/tests/anemia-testing/,4,,,90,yes,yes,
2026-09-25,testing for herpes,phone,selling-test-page,/std-testing/herpes-1-2-test/,/std-testing/herpes-1-2-test/,18,18,,951,no,no,
2026-09-25,testing for herpes,desktop,selling-test-page,/std-testing/herpes-1-2-test/,/std-testing/herpes-1-2-test/,18,,,951,no,no,
2026-09-25,testing for mycoplasma genitalium,phone,std-pages,/tests/mycoplasma/,/tests/mycoplasma/,4,4,,3849,yes,yes,
2026-09-25,testing for mycoplasma genitalium,desktop,std-pages,/tests/mycoplasma/,/tests/mycoplasma/,5,,,3849,yes,yes,
2026-09-25,testing for sexually transmitted diseases,phone,std-pages,/std-testing/,/std-testing/,6,6,,59,no,no,
2026-09-25,testing for sexually transmitted diseases,desktop,std-pages,/std-testing/,/std-testing/,5,,,59,no,no,
2026-09-25,testing for tuberculosis blood test,phone,selling-test-page,/tests/tuberculosis-blood-test/,/tests/tuberculosis-blood-test/,17,17,,1335,no,no,
2026-09-25,testing for tuberculosis blood test,desktop,selling-test-page,/tests/tuberculosis-blood-test/,/tests/tuberculosis-blood-test/,12,,,1335,no,no,
2026-09-25,testing.com,phone,brand,/,/,1,1,,179,yes,yes,
2026-09-25,testing.com,desktop,brand,/,/,1,,,179,yes,yes,
2026-09-25,testing.com login,phone,brand,/,/,1,1,,33,no,no,
2026-09-25,testing.com login,desktop,brand,/,/,1,,,33,no,no,
2026-09-25,testosterone blood test,phone,next-in-line,/tests/testosterone/,/tests/trt-test/,18,18,,276,yes,no,other page ranks
2026-09-25,testosterone blood test,desktop,next-in-line,/tests/testosterone/,/tests/testosterone/,32,,,276,yes,no,
2026-09-25,testosterone blood testing,phone,next-in-line,/tests/testosterone/,/tests/trt-test/,22,22,,89,yes,no,other page ranks
2026-09-25,testosterone blood testing,desktop,next-in-line,/tests/testosterone/,/tests/testosterone/,41,,,89,yes,no,
2026-09-25,testosterone free and total test,phone,kept,/tests/testosterone-test-free-and-total-test/,/tests/testosterone-test-free-and-total-test/,13,13,,92,yes,no,
2026-09-25,testosterone free and total test,desktop,kept,/tests/testosterone-test-free-and-total-test/,/tests/testosterone-test-free-and-total-test/,12,,,92,yes,no,
2026-09-25,testosterone panel,phone,selling-test-page,/tests/testosterone-test-free-and-total-test/,/tests/standard-male-hormone-test/,6,6,,364,yes,yes,other page ranks
2026-09-25,testosterone panel,desktop,selling-test-page,/tests/testosterone-test-free-and-total-test/,/tests/standard-male-hormone-test/,6,,,364,yes,yes,
2026-09-25,testosterone test,phone,selling-test-page,/tests/total-testosterone-test/,/tests/testosterone/,17,17,,4054,yes,yes,other page ranks
2026-09-25,testosterone test,desktop,selling-test-page,/tests/total-testosterone-test/,/tests/testosterone/,16,,,4054,yes,yes,
2026-09-25,testosterone testing,phone,selling-test-page,/tests/total-testosterone-test/,/tests/testosterone/,16,16,,273,yes,yes,other page ranks
2026-09-25,testosterone testing,desktop,selling-test-page,/tests/total-testosterone-test/,,,,,273,yes,no,
2026-09-25,tests for std and sti,phone,std-pages,/std-testing/,/std-testing/north-carolina/,11,11,,1152,no,no,refresh; other page ranks
2026-09-25,tests for std and sti,desktop,std-pages,/std-testing/,/std-testing/standard-std-panel/,86,,,1152,no,no,
2026-09-25,tg blood test,phone,selling-test-page,/tests/thyroglobulin/,/tests/triglycerides/,10,10,,284,yes,no,other page ranks
2026-09-25,tg blood test,desktop,selling-test-page,/tests/thyroglobulin/,/tests/triglycerides/,10,,,284,yes,no,
2026-09-25,thc test,phone,next-in-line,/tests/marijuana-thc-testing/,/tests/marijuana-thc-testing/,3,3,,3124,no,no,buy button
2026-09-25,thc test,desktop,next-in-line,/tests/marijuana-thc-testing/,/tests/marijuana-thc-testing/,3,,,3124,yes,yes,
2026-09-25,thyroglobulin,phone,selling-test-page,/tests/thyroglobulin/,/tests/thyroglobulin/,48,48,,109,yes,no,
2026-09-25,thyroglobulin,desktop,selling-test-page,/tests/thyroglobulin/,/tests/thyroglobulin/,26,,,109,yes,no,
2026-09-25,thyroglobulin test,phone,selling-test-page,/tests/thyroglobulin/,/tests/thyroglobulin/,6,6,,112,yes,yes,
2026-09-25,thyroglobulin test,desktop,selling-test-page,/tests/thyroglobulin/,/tests/thyroglobulin/,9,,,112,yes,yes,
2026-09-25,thyroid antibody test,phone,kept,/tests/thyroglobulin/,/tests/thyroid-antibodies/,17,17,,198,yes,yes,other page ranks
2026-09-25,thyroid antibody test,desktop,kept,/tests/thyroglobulin/,/tests/thyroid-antibodies/,18,,,198,yes,yes,
2026-09-25,thyroid blood test,phone,category,/thyroid-function-testing/,/thyroid-testing-example-results/,28,28,,1600,yes,yes,other page ranks
2026-09-25,thyroid blood test,desktop,category,/thyroid-function-testing/,/tests/thyroid-function-testing/,8,,,1600,yes,yes,
2026-09-25,thyroid function test cost us 2025,phone,selling-test-page,/tests/thyroid-function-testing/,/tests/thyroid-function-testing/,16,16,,3047,no,no,
2026-09-25,thyroid function test cost us 2025,desktop,selling-test-page,/tests/thyroid-function-testing/,,,,,3047,no,no,
2026-09-25,thyroid panel,phone,selling-test-page,/tests/thyroid-panel/,/tests/comprehensive-thyroid-panel/,5,5,,3500,yes,yes,other page ranks
2026-09-25,thyroid panel,desktop,selling-test-page,/tests/thyroid-panel/,/tests/comprehensive-thyroid-panel/,6,,,3500,yes,yes,
2026-09-25,thyroid panel test,phone,selling-test-page,/tests/thyroid-panel/,/tests/comprehensive-thyroid-panel/,4,4,,1190,yes,yes,other page ranks
2026-09-25,thyroid panel test,desktop,selling-test-page,/tests/thyroid-panel/,/tests/comprehensive-thyroid-panel/,5,,,1190,yes,yes,
2026-09-25,thyroid panel with tsh,phone,selling-test-page,/tests/thyroid-function-testing/,/tests/thyroid-panel-with-tsh/,5,5,,850,yes,yes,other page ranks
2026-09-25,thyroid panel with tsh,desktop,selling-test-page,/tests/thyroid-function-testing/,/tests/thyroid-function-testing/,7,,,850,yes,yes,
2026-09-25,thyroid panel with tsh test,phone,next-in-line,/tests/thyroid-panel-with-tsh/,/tests/thyroid-function-testing/,5,5,,23,yes,yes,other page ranks
2026-09-25,thyroid panel with tsh test,desktop,next-in-line,/tests/thyroid-panel-with-tsh/,/tests/thyroid-function-testing/,5,,,23,yes,yes,
2026-09-25,thyroid peroxidase antibodies,phone,selling-test-page,/tests/thyroid-antibodies/,/tests/thyroid-antibodies/,34,34,,93,yes,no,
2026-09-25,thyroid peroxidase antibodies,desktop,selling-test-page,/tests/thyroid-antibodies/,/tests/thyroid-antibodies/,33,,,93,yes,no,
2026-09-25,thyroid stimulating hormone test,phone,kept,/tests/thyroid-stimulating-hormone-tsh/,/tests/thyroid-stimulating-hormone-tsh/,21,21,,115,yes,no,
2026-09-25,thyroid stimulating hormone test,desktop,kept,/tests/thyroid-stimulating-hormone-tsh/,/tests/thyroid-stimulating-hormone-tsh/,47,,,115,yes,no,
2026-09-25,thyroid test,phone,category,/thyroid-function-testing/,/tests/thyroid-function-testing/,39,39,,1001,yes,no,other page ranks
2026-09-25,thyroid test,desktop,category,/thyroid-function-testing/,/tests/thyroid-function-testing/,23,,,1001,yes,no,
2026-09-25,thyroid test at home,desktop,leaving,/tests/at-home-thyroid-testing/,/tests/at-home-thyroid-testing/,8,,,4417,yes,no,
2026-09-25,thyroiditis,phone,selling-test-page,/tests/thyroid-antibodies/,,,101,,0,yes,no,
2026-09-25,thyroiditis,desktop,selling-test-page,/tests/thyroid-antibodies/,,,,,0,yes,no,
2026-09-25,tibc test,phone,kept,/tests/transferrin-and-iron-binding-capacity-tibc-uibc/,,,101,,25,yes,no,
2026-09-25,tibc test,desktop,kept,/tests/transferrin-and-iron-binding-capacity-tibc-uibc/,/tests/transferrin-and-iron-binding-capacity-tibc-uibc/,44,,,25,yes,no,
2026-09-25,tirzepatide compound,phone,treatments,/treatments/compounded-tirzepatide/,,,101,,15404,yes,yes,
2026-09-25,tirzepatide compound,desktop,treatments,/treatments/compounded-tirzepatide/,/treatments/compounded-tirzepatide/,5,,,15404,yes,yes,
2026-09-25,tirzepatide cost,phone,treatments,/treatments/compounded-tirzepatide-cost/,,,101,,76,yes,no,
2026-09-25,tirzepatide cost,desktop,treatments,/treatments/compounded-tirzepatide-cost/,,,,,76,yes,no,
2026-09-25,tirzepatide price,phone,treatments,/treatments/compounded-tirzepatide-cost/,,,101,,681,yes,no,
2026-09-25,tirzepatide price,desktop,treatments,/treatments/compounded-tirzepatide-cost/,,,,,681,yes,no,
2026-09-25,titer test,phone,next-in-line,/tests/antibody-titer-test/,/tests/antibody-titer-test/,5,5,,6779,yes,no,
2026-09-25,titer test,desktop,next-in-line,/tests/antibody-titer-test/,/tests/antibody-titer-test/,6,,,6779,yes,no,
2026-09-25,titers test,phone,next-in-line,/tests/antibody-titer-test/,,,101,,7588,yes,no,
2026-09-25,titers test,desktop,next-in-line,/tests/antibody-titer-test/,/tests/antibody-titer-test/,11,,,7588,yes,no,
2026-09-25,total ige,phone,selling-test-page,/tests/total-ige/,/tests/total-ige/,2,2,,400,yes,yes,
2026-09-25,total ige,desktop,selling-test-page,/tests/total-ige/,/tests/total-ige/,6,,,400,yes,yes,
2026-09-25,total ige test,phone,kept,/tests/total-ige/,/tests/total-ige/,4,4,,91,yes,yes,
2026-09-25,total ige test,desktop,kept,/tests/total-ige/,/tests/allergy-blood-testing/,96,,,91,yes,yes,
2026-09-25,total protein,phone,next-in-line,/tests/total-protein-albumin-globulin-ag-ratio/,/tests/total-protein-albumin-globulin-ag-ratio/,8,8,,4172,yes,no,refresh
2026-09-25,total protein,desktop,next-in-line,/tests/total-protein-albumin-globulin-ag-ratio/,/tests/total-protein-albumin-globulin-ag-ratio/,8,,,4172,yes,no,
2026-09-25,total protein blood test,phone,next-in-line,/tests/total-protein-albumin-globulin-ag-ratio/,/tests/total-protein-albumin-globulin-ag-ratio/,6,6,,5914,yes,yes,
2026-09-25,total protein blood test,desktop,next-in-line,/tests/total-protein-albumin-globulin-ag-ratio/,/tests/total-protein-albumin-globulin-ag-ratio/,6,,,5914,yes,yes,
2026-09-25,total testosterone test,phone,selling-test-page,/tests/total-testosterone-test/,/tests/total-testosterone-test/,9,9,,202,yes,yes,
2026-09-25,total testosterone test,desktop,selling-test-page,/tests/total-testosterone-test/,/tests/total-testosterone-test/,9,,,202,yes,yes,
2026-09-25,tpo antibodies,phone,selling-test-page,/tests/thyroid-antibodies/,/tests/thyroid-antibodies/,20,20,,95,yes,no,
2026-09-25,tpo antibodies,desktop,selling-test-page,/tests/thyroid-antibodies/,,,,,95,yes,no,
2026-09-25,transferrin,phone,selling-test-page,/tests/transferrin-and-iron-binding-capacity-tibc-uibc/,,,101,,23,yes,no,
2026-09-25,transferrin,desktop,selling-test-page,/tests/transferrin-and-iron-binding-capacity-tibc-uibc/,,,,,23,yes,no,
2026-09-25,treponema pallidum antibody,phone,selling-test-page,/tests/treponema-pallidum-syphilis-test/,/tests/treponema-pallidum-syphilis-test/,4,4,,1678,yes,yes,
2026-09-25,treponema pallidum antibody,desktop,selling-test-page,/tests/treponema-pallidum-syphilis-test/,/tests/treponema-pallidum-syphilis-test/,4,,,1678,yes,yes,
2026-09-25,treponema pallidum antibody screen,phone,selling-test-page,/tests/treponema-pallidum-syphilis-test/,/tests/treponema-pallidum-syphilis-test/,1,1,,1174,yes,yes,
2026-09-25,treponema pallidum antibody screen,desktop,selling-test-page,/tests/treponema-pallidum-syphilis-test/,,,,,1174,yes,no,
2026-09-25,trich test,phone,std-pages,/tests/trichomoniasis-testing/,/tests/at-home-trichomoniasis-test/,20,20,,195,yes,no,other page ranks
2026-09-25,trich test,desktop,std-pages,/tests/trichomoniasis-testing/,/tests/at-home-trichomoniasis-test/,17,,,195,yes,no,
2026-09-25,trich testing,phone,std-pages,/tests/trichomoniasis-testing/,/tests/trichomoniasis-testing/,46,46,,60,yes,no,
2026-09-25,trich testing,desktop,std-pages,/tests/trichomoniasis-testing/,/tests/at-home-trichomoniasis-test/,9,,,60,yes,no,
2026-09-25,trichomonas in urine,phone,std-pages,/tests/trichomoniasis-testing/,/tests/trichomoniasis-testing/,24,24,,800,yes,no,
2026-09-25,trichomonas in urine,desktop,std-pages,/tests/trichomoniasis-testing/,/tests/trichomoniasis-testing/,23,,,800,yes,no,
